TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,Purpose,OutOfPolicy,EntitiyCode,EmployeeNumber,BusinessUnit,HotelNights,NetCosts,Departure_CO2e,Return_CO2e,Hotel_CO2e,Spend_CO2e,TotalCO2e,HighCarbon
48864,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Internal Business Trip,No,10000,M1310-M5336,Executive Management,2,2700,6776.567059,6776.567059,13.2,1659.182317,13566.33412,1
48865,AU,Sydney,AU,Melbourne,15,Volkswagen Golf petrol,Customer Visit,Yes,7000,M1310-M5336,Sales,6,3150,191.0187552,190.583484,7,946.276677,388.6022392,0
48866,MX,Mexico City,US,Miami,13,BMW 3 diesel,Conference/Exhibition,No,6000,M1310-M5337,Sales,1,900,974.2275235,975.6211815,79.2,746.6320427,2029.048705,0
48867,AU,Sydney,SG,Singapore,10,Economy Flight,Internal Business Trip,No,7000,M1310-M5339,Value Engineering,1,450,891.4661434,891.4661434,96.8,693.6685486,1879.732287,0
48868,AU,Sydney,SG,Singapore,10,Economy Flight,Internal Business Trip,No,8000,M1310-M5339,Customer Support,1,900,891.4661434,891.4661434,51.4,3966.113166,1834.332287,0
48869,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,6000,M1310-M5347,Sales,1,900,1053.713528,1053.713528,140,890.2270588,2247.427056,0
48870,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Internal Business Trip,Yes,8000,M1310-M5349,Sales,1,3000,3055.657648,3055.657648,49,3427.694192,6160.315296,1
48875,AU,Sydney,NZ,Auckland,13,BMW 3 diesel,Conference/Exhibition,No,8000,M1310-M5358,Marketing,6,450,0,0,39.6,1078.468506,39.6,0
48880,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,6000,M1310-M5364,Marketing,3,2250,1708.458757,1708.458757,16.1,46.78343568,3433.017514,0
48881,US,New York,CA,Toronto,14,Volkswagen Golf diesel,Customer Visit,No,10000,M1310-M5367,Operations,2,300,172.1372016,173.6483112,57.9,1460.75238,403.6855128,0
48883,US,New York,FR,Paris,12,Business Class Flight,Customer Visit,No,7000,M1310-M5367,Office Management,5,450,2405.884462,2405.884462,80.5,374.2674854,4892.268924,1
48884,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,8000,M1310-M5369,Legal,5,3600,1053.713528,1053.713528,98,1443.23966,2205.427056,0
48885,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,9000,M1310-M5369,Sales,1,1200,891.4661434,891.4661434,24.2,4157.262688,1807.132287,0
48886,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,10000,M1310-M5371,Marketing,5,3150,2336.832592,2336.832592,53.5,3916.038628,4727.165184,1
48888,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,M1310-M5374,Sales,3,1800,2336.832592,2336.832592,42,868.1274919,4715.665184,1
48889,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,9000,M1310-M5375,Sales,3,2550,931.1466752,931.1466752,51.4,2974.584874,1913.69335,0
48891,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,10000,M1310-M5376,Marketing,5,450,891.4661434,891.4661434,33.5,0,1816.432287,0
48892,US,New York,DE,Berlin,12,Business Class Flight,Conference/Exhibition,Yes,8000,M1310-M5376,Sales,2,1200,2633.042176,2633.042176,112,24.93437106,5378.084352,1
48893,US,New York,CA,Toronto,13,BMW 3 diesel,Conference/Exhibition,No,8000,M1310-M5377,Value Engineering,2,2400,224.1724491,226.1403511,32.1,120.1180987,482.4128002,0
48894,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,8000,M1310-M5377,Ecosystem,1,450,1053.713528,1053.713528,26.4,497.7546951,2133.827056,0
48896,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,6000,M1310-M5384,Sales,1,3300,1708.458757,1708.458757,21,511.0076084,3437.917514,0
48898,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,9000,M1310-M5384,Marketing,6,3600,2336.832592,2336.832592,105,619.2883887,4778.665184,1
48900,AU,Sydney,CN,Beijing,12,Business Class Flight,Conference/Exhibition,No,8000,M1310-M5393,Customer Support,2,2850,3682.349429,3682.349429,32.2,709.3903162,7396.898858,1
48901,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,M1310-M5395,Customer Support,3,3000,2336.832592,2336.832592,51.4,771.0253045,4725.065184,1
48902,CN,Beijing,AU,Sydney,10,Economy Flight,Customer Visit,No,10000,M1310-M5395,Marketing,5,1500,1269.822033,1269.822033,117,869.0148876,2656.644066,0
48903,CN,Beijing,IN,New Delhi,10,Economy Flight,Enablement,No,6000,M1310-M5401,Legal,6,2700,539.7168999,539.7168999,48.3,1773.47579,1127.7338,0
48905,CN,Beijing,RU,Moscow,4,Train,Internal Business Trip,No,10000,M1310-M5402,Sales,2,1800,294.9403264,197.6089127,32.2,2482.866107,524.7492391,0
48906,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,6000,M1310-M5404,Product Management,5,1500,251.2322036,251.2322036,121,3590.363231,623.4644072,0
48907,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,8000,M1310-M5409,Value Engineering,5,1500,931.1466752,931.1466752,66,1493.264085,1928.29335,0
48908,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,M1310-M5413,Sales,4,3150,2336.832592,2336.832592,7.4,2095.438225,4681.065184,1
48909,AU,Sydney,AU,Perth,13,BMW 3 diesel,Internal Business Trip,No,8000,M1310-M5413,Executive Management,3,1500,1111.772751,1111.090996,7.4,1222.333297,2230.263747,0
48911,AU,Sydney,SG,Singapore,12,Business Class Flight,Internal Business Trip,No,8000,M1310-M5414,Legal,5,1800,2585.157414,2585.157414,56,43.63514936,5226.314828,1
48913,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,10000,M1310-M5415,Marketing,4,1500,931.1466752,931.1466752,20.8,784.8140552,1883.09335,0
48914,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,9000,M1310-M5415,Customer Support,2,3450,891.4661434,891.4661434,21,1577.127795,1803.932287,0
48916,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,M1310-M5417,Ecosystem,1,2100,2336.832592,2336.832592,96.6,2601.097826,4770.265184,1
48917,AU,Sydney,DE,Frankfurt,10,Economy Flight,Enablement,No,7000,M1310-M5424,Sales,3,3000,2336.832592,2336.832592,29.6,511.7691036,4703.265184,1
48918,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Conference/Exhibition,No,7000,M1310-M5429,Marketing,2,1200,634.6789637,628.5747417,122.5,3427.694192,1385.753705,0
48920,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,6000,M1310-M5442,Marketing,5,900,1708.458757,1708.458757,154.2,1983.056583,3571.117514,1
48921,AU,Sydney,US,Los Angeles,11,First Class Flight,Customer Visit,Yes,6000,M1310-M5448,Sales,2,1200,6833.593805,6833.593805,64.4,2009.939229,13731.58761,1
48923,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,No,7000,M1310-M5453,Ecosystem,2,1350,411.5677048,411.5677048,112,16.62291404,935.1354096,0
48924,MX,Mexico City,US,Miami,16,BMW 3 plugin hybrid,Conference/Exhibition,No,10000,M1310-M5455,Sales,3,900,974.2275235,975.6211815,48.3,709.3903162,1998.148705,0
48927,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,10000,M1310-M5459,Sales,1,2400,2336.832592,2336.832592,80.5,2246.402668,4754.165184,1
48930,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Enablement,No,7000,M1310-M5462,Sales,4,750,251.2322036,251.2322036,96.8,1317.970242,599.2644072,0
48931,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,6000,M1310-M5462,Value Engineering,4,2700,1708.458757,1708.458757,48.3,2128.170949,3465.217514,0
48933,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,10000,M1310-M5465,Legal,3,3150,820.8745452,820.8745452,40.2,0,1681.94909,0
48934,AU,Sydney,US,Los Angeles,12,Business Class Flight,Customer Visit,Yes,6000,M1310-M5466,Sales,3,3600,4954.349478,4954.349478,72.6,2094.15276,9981.298956,1
48935,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,M1310-M5467,Executive Management,3,750,891.4661434,891.4661434,16.1,945.8537549,1799.032287,0
48936,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Customer Visit,No,7000,M1310-M5467,Sales,3,1200,3055.657648,3055.657648,210,348.3497187,6321.315296,1
48937,AU,Sydney,CN,Beijing,12,Business Class Flight,Customer Visit,Yes,9000,M1310-M5467,Customer Support,2,1800,3682.349429,3682.349429,24.5,3968.909064,7389.198858,1
48938,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Customer Visit,Yes,10000,M1310-M5469,Ecosystem,4,1350,199.6003464,199.5385392,73.5,902.0247874,472.6388856,0
48939,DE,Berlin,FR,Paris,4,Train,Conference/Exhibition,Yes,6000,M1310-M5472,Marketing,4,3750,31.2057451,12.01119944,48.4,4535.19566,91.61694454,0
48940,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,M1310-M5473,Customer Support,3,1350,2336.832592,2336.832592,24.5,3247.289235,4698.165184,1
48941,AU,Sydney,US,Los Angeles,12,Business Class Flight,Internal Business Trip,No,8000,M1310-M5473,Ecosystem,3,1950,4954.349478,4954.349478,52,1268.791937,9960.698956,1
48942,DE,Berlin,ES,Madrid,12,Business Class Flight,Conference/Exhibition,No,8000,M1310-M5475,Customer Support,2,2550,411.5677048,411.5677048,48.3,1773.47579,871.4354096,0
48944,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,8000,M1310-M5477,Sales,3,450,820.8745452,820.8745452,105,580.5828644,1746.74909,0
48945,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,7000,M1310-M5481,Customer Support,1,2550,820.8745452,820.8745452,102.8,2974.584874,1744.54909,0
48946,US,New York,FR,Paris,12,Business Class Flight,Partner Visit,Yes,10000,M1310-M5484,Operations,5,1350,2405.884462,2405.884462,64.4,2719.329545,4876.168924,1
48947,AU,Sydney,NZ,Auckland,15,Volkswagen Golf petrol,Conference/Exhibition,Yes,9000,M1310-M5485,Sales,1,2400,0,0,44.4,146.2197439,44.4,0
48948,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,7000,M1310-M5487,Sales,5,1950,931.1466752,931.1466752,73.5,902.0247874,1935.79335,0
48949,CN,Beijing,US,New York,12,Business Class Flight,Customer Visit,Yes,8000,M1310-M5493,Services,3,2400,4505.274479,4505.274479,52,2156.946293,9062.548958,1
48950,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Conference/Exhibition,No,6000,M1310-M5493,Customer Support,3,3600,2626.029215,2626.029215,26.4,1659.182317,5278.45843,1
48952,US,New York,JP,Tokyo,14,Volkswagen Golf diesel,Enablement,No,8000,M1310-M5494,Executive Management,3,300,0,0,19.3,730.3761902,19.3,0
48953,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,10000,M1310-M5496,Sales,1,3600,2336.832592,2336.832592,48.3,1891.70751,4721.965184,1
48954,CN,Beijing,RU,Moscow,12,Business Class Flight,Conference/Exhibition,No,6000,M1310-M5497,Sales,2,3000,2380.449255,2380.449255,48.3,124.7558285,4809.19851,1
48955,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,10000,M1310-M5497,Executive Management,4,3000,1053.713528,1053.713528,48.4,1595.437662,2155.827056,0
48956,US,New York,CA,Toronto,13,BMW 3 diesel,Customer Visit,No,6000,M1310-M5498,Sales,3,1800,224.1724491,225.7711739,96.5,160.782788,546.443623,0
48958,DE,Berlin,GB,London,12,Business Class Flight,Internal Business Trip,Yes,8000,M1310-M5499,Value Engineering,5,3450,213.7416528,213.7416528,88.8,292.4394878,516.2833056,0
48959,CN,Beijing,RU,Moscow,15,Volkswagen Golf petrol,Customer Visit,No,9000,M1310-M5504,Ecosystem,2,1800,1572.2616,1572.2616,24.2,4157.262688,3168.7232,0
48962,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Customer Visit,Yes,9000,M1310-M5516,Marketing,3,450,6776.567059,6776.567059,6.7,1227.913367,13559.83412,1
48963,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,7000,M1310-M5518,Marketing,4,3150,1053.713528,1053.713528,48.3,2837.561265,2155.727056,0
48964,AU,Sydney,NZ,Auckland,10,Economy Flight,Customer Visit,No,10000,M1310-M5520,Sales,5,2400,320.0854747,320.0854747,48.3,1773.47579,688.4709494,0
48965,US,New York,CA,Toronto,4,Train,Conference/Exhibition,No,9000,M1310-M5523,Sales,3,2400,66.46051679,66.39576842,19.3,3043.234126,152.1562852,0
48966,CN,Beijing,IN,New Delhi,12,Business Class Flight,Customer Visit,No,7000,M1310-M5526,Customer Support,4,1350,1565.121857,1565.121857,77.2,422.0548185,3207.443714,0
48967,CN,Beijing,RU,Moscow,17,Fiat 500 electric,Conference/Exhibition,No,8000,M1310-M5541,Ecosystem,5,3150,1307.19442,1307.19442,35,890.2270588,2649.38884,0
48968,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,9000,M1310-M5543,Operations,2,1800,1708.458757,1708.458757,160.5,66.73227707,3577.417514,1
48969,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,7000,M1310-M5543,Sales,1,2850,820.8745452,820.8745452,24.5,1804.049575,1666.24909,0
48970,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,8000,M1310-M5544,Sales,1,2850,251.2322036,251.2322036,29.6,1222.333297,532.0644072,0
48971,AU,Sydney,AU,Brisbane,13,BMW 3 diesel,Conference/Exhibition,Yes,9000,M1310-M5545,Engineering,2,1200,259.9374108,259.85692,48.3,709.3903162,568.0943308,0
48972,DE,Berlin,IT,Rome,14,Volkswagen Golf diesel,Internal Business Trip,No,6000,M1310-M5546,Services,5,1500,327.5281464,327.6989352,154.2,2974.584874,809.4270816,0
48973,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,8000,M1310-M5546,Ecosystem,2,1800,931.1466752,931.1466752,49,2164.85949,1911.29335,0
48974,ZA,Cape Town,ZA,Johannesburg,14,Volkswagen Golf diesel,Conference/Exhibition,No,7000,M1310-M5546,Sales,6,2850,303.556344,303.4587192,6.7,0,613.7150632,0
48975,DE,Berlin,GB,London,4,Train,Conference/Exhibition,No,6000,M1310-M5549,Marketing,3,3000,57.40440417,58.02793479,44.4,536.1390609,159.832339,0
48976,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,6000,M1310-M5549,Executive Management,4,2700,539.7168999,539.7168999,32.2,354.6951581,1111.6338,0
48978,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Enablement,No,6000,M1310-M5555,Finance,4,2550,6776.567059,6776.567059,19.3,321.565576,13572.43412,1
48980,DE,Berlin,FR,Paris,17,Fiat 500 electric,Conference/Exhibition,No,10000,M1311-M5001,Sales,5,3600,191.2380586,191.4733863,22.2,754.5944646,404.9114449,0
48983,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,9000,M1311-M5018,Marketing,3,2700,2336.832592,2336.832592,280,16.62291404,4953.665184,1
48984,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Customer Visit,No,9000,M1311-M5021,Sales,1,450,506.5519368,522.4394448,80.5,1182.317194,1109.491382,0
48985,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,M1311-M5025,Services,4,3000,1708.458757,1708.458757,22.2,2903.041579,3439.117514,0
48987,US,New York,CA,Toronto,13,BMW 3 diesel,Conference/Exhibition,No,9000,M1311-M5026,Marketing,6,2400,224.1724491,225.7711739,13.2,134.8710488,463.143623,0
48988,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Internal Business Trip,No,9000,M1311-M5027,Customer Support,2,2850,186.2970909,186.4324749,160.5,316.3853747,533.2295658,0
48989,AU,Sydney,AU,Brisbane,15,Volkswagen Golf petrol,Conference/Exhibition,No,10000,M1311-M5038,Ecosystem,3,300,199.6003464,199.5385392,117.8,1226.899381,516.9388856,0
48990,AU,Sydney,SG,Singapore,12,Business Class Flight,Internal Business Trip,Yes,6000,M1311-M5042,Executive Management,2,3150,2585.157414,2585.157414,48.3,709.3903162,5218.614828,1
48991,DE,Berlin,GB,London,4,Train,Customer Visit,No,6000,M1311-M5045,Operations,3,2250,57.40440417,58.02793479,176.7,3926.07802,292.132339,0
48992,AU,Sydney,DE,Frankfurt,10,Economy Flight,Enablement,No,7000,M1311-M5045,Services,2,3000,2336.832592,2336.832592,31.2,2156.946293,4704.865184,1
48993,MX,Mexico City,US,Miami,13,BMW 3 diesel,Customer Visit,No,10000,M1311-M5045,Executive Management,1,2700,974.2275235,975.6211815,64.4,591.1585968,2014.248705,0
48994,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,M1311-M5047,Sales,3,450,2336.832592,2336.832592,77.2,401.95697,4750.865184,1
48995,US,New York,MX,Mexico City,14,Volkswagen Golf diesel,Customer Visit,No,8000,M1311-M5049,Sales,3,3600,903.1104264,904.4079408,57.9,2191.12857,1865.418367,0
48997,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Customer Visit,Yes,9000,M1311-M5052,Sales,5,450,376.8228857,376.8228857,95,2367.286273,848.6457714,0
48998,CN,Beijing,GB,London,10,Economy Flight,Enablement,No,7000,M1311-M5053,Sales,5,3150,1154.914373,1154.914373,48.3,354.6951581,2358.128746,0
48999,US,New York,MX,Mexico City,12,Business Class Flight,Customer Visit,No,10000,M1311-M5057,Sales,6,2250,743.2958481,743.2958481,294.5,4171.457896,1781.091696,0
49000,AU,Sydney,AU,Perth,14,Volkswagen Golf diesel,Conference/Exhibition,No,7000,M1311-M5062,Sales,3,2700,853.7063808,853.182876,26.4,1742.141433,1733.289257,0
49001,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,No,7000,M1311-M5063,Executive Management,3,1500,411.5677048,411.5677048,7.4,3442.505656,830.5354096,0
49002,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Conference/Exhibition,No,9000,M1311-M5073,Ecosystem,1,1050,634.6789637,628.3139285,176.7,5152.977401,1439.692892,0
49003,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,6000,M1311-M5077,Marketing,1,3000,251.2322036,251.2322036,41.6,0,544.0644072,0
49004,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,6000,M1311-M5080,Ecosystem,3,3600,539.7168999,539.7168999,52.8,995.5093902,1132.2338,0
49005,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,No,6000,M1311-M5082,Sales,1,3450,2585.157414,2585.157414,48.3,1418.780632,5218.614828,1
49006,AU,Sydney,SG,Singapore,10,Economy Flight,Internal Business Trip,Yes,8000,M1311-M5087,Sales,3,2700,891.4661434,891.4661434,70,851.5215345,1852.932287,0
49010,CN,Beijing,RU,Moscow,10,Economy Flight,Partner Visit,No,8000,M1311-M5109,Customer Support,3,900,820.8745452,820.8745452,26.8,436.0643818,1668.54909,0
49012,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,M1311-M5116,Legal,1,1500,1708.458757,1708.458757,20.8,2918.221455,3437.717514,0
49013,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,10000,M1311-M5122,Sales,3,3150,931.1466752,931.1466752,14.3,1322.851425,1876.59335,0
49016,CN,Beijing,IN,New Delhi,16,BMW 3 plugin hybrid,Customer Visit,No,8000,M1311-M5139,Marketing,3,450,1642.80992,1642.80992,14.8,1006.125953,3300.41984,0
49017,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,7000,M1311-M5149,Operations,4,1800,1053.713528,1053.713528,16.1,2364.634387,2123.527056,0
49018,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,M1311-M5184,Sales,3,300,2336.832592,2336.832592,32.2,2482.866107,4705.865184,1
49019,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,No,10000,M1311-M5190,Value Engineering,1,2250,124.2912857,124.2912857,64.4,2719.329545,312.9825714,0
49020,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,8000,M1311-M5202,Services,4,1800,2336.832592,2336.832592,205.6,5701.287676,4879.265184,1
49021,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Enablement,No,10000,M1311-M5203,Customer Support,1,3600,2626.029215,2626.029215,14.8,377.2972323,5266.85843,1
49022,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,9000,M1311-M5206,Sales,1,3600,1708.458757,1708.458757,73.5,4329.718979,3490.417514,1
49023,CN,Beijing,RU,Moscow,12,Business Class Flight,Conference/Exhibition,Yes,10000,M1311-M5210,Ecosystem,3,2700,2380.449255,2380.449255,10.4,3085.775586,4771.29851,1
49028,ES,Madrid,PT,Lisbon,14,Volkswagen Golf diesel,Enablement,No,10000,M1311-M5230,Ecosystem,2,1200,136.937892,137.4037392,74,73.10987194,348.3416312,0
49029,AU,Sydney,AU,Melbourne,13,BMW 3 diesel,Enablement,No,10000,M1311-M5235,Sales,3,2550,248.7616958,248.1948467,48.3,2837.561265,545.2565425,0
49030,US,New York,CA,Toronto,11,First Class Flight,Customer Visit,Yes,9000,M1311-M5245,Sales,1,900,124.2912857,124.2912857,79.2,1493.264085,327.7825714,0
49031,DE,Berlin,ES,Madrid,12,Business Class Flight,Conference/Exhibition,Yes,8000,M1311-M5248,Customer Support,2,2400,411.5677048,411.5677048,112,62.43670851,935.1354096,0
49032,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,9000,M1311-M5249,Customer Support,3,2700,891.4661434,891.4661434,35,1801.762774,1817.932287,0
49034,CN,Beijing,GB,London,4,Train,Customer Visit,No,7000,M1311-M5260,Sales,1,450,448.56528,448.56528,96.8,377.9329717,993.93056,0
49035,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,M1311-M5261,Customer Support,3,2850,891.4661434,891.4661434,16.1,2601.097826,1799.032287,0
49036,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,M1311-M5263,Ecosystem,3,3750,931.1466752,931.1466752,37,2750.249917,1899.29335,0
49037,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,6000,M1311-M5266,Customer Support,5,1950,2336.832592,2336.832592,35,2523.404472,4708.665184,1
49038,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,7000,M1311-M5273,Sales,2,3150,1053.713528,1053.713528,70,151.690438,2177.427056,0
49039,BR,Ṣo Paulo,AR,Buenos Aires,16,BMW 3 plugin hybrid,Customer Visit,Yes,7000,M1311-M5276,Operations,1,450,634.6789637,628.5747417,80.5,1418.780632,1343.753705,0
49040,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Conference/Exhibition,No,9000,M1311-M5277,Customer Support,3,1200,186.2970909,186.4324749,31.2,66.7528784,403.9295658,0
49041,DE,Hamburg,FR,Paris,17,Fiat 500 electric,Customer Visit,No,10000,M1311-M5289,Sales,2,3300,163.8705026,165.2299921,35,464.4662916,364.1004947,0
49042,AU,Sydney,CN,Beijing,12,Business Class Flight,Enablement,Yes,10000,M1311-M5295,Operations,6,3600,3682.349429,3682.349429,16.1,3074.024703,7380.798858,1
49044,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Conference/Exhibition,No,10000,M1311-M5301,Sales,1,300,1123.944467,1123.944467,176.7,1430.411451,2424.588934,0
49045,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,M1311-M5302,Services,5,3450,1708.458757,1708.458757,53.5,3163.853747,3470.417514,0
49047,AU,Sydney,AU,Brisbane,13,BMW 3 diesel,Conference/Exhibition,No,8000,M1311-M5305,Legal,4,3000,259.9374108,259.85692,32.2,2246.402668,551.9943308,0
49048,US,New York,CA,Toronto,14,Volkswagen Golf diesel,Customer Visit,Yes,7000,M1311-M5305,Ecosystem,3,900,172.1372016,173.364828,105,464.4662916,450.5020296,0
49049,AU,Sydney,US,Los Angeles,10,Economy Flight,Partner Visit,No,7000,M1311-M5306,Sales,1,3600,1708.458757,1708.458757,26.4,414.7955793,3443.317514,0
49050,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,Yes,6000,M1311-M5309,Marketing,1,1800,2585.157414,2585.157414,32.2,140.350307,5202.514828,1
49051,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,7000,M1311-M5311,Legal,3,3900,931.1466752,931.1466752,205.6,2974.584874,2067.89335,0
49052,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Customer Visit,Yes,7000,M1311-M5316,Services,3,1200,506.5519368,522.4394448,26.4,1493.264085,1055.391382,0
49053,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,7000,M1311-M5316,Marketing,3,1500,931.1466752,931.1466752,24.5,4690.528894,1886.79335,0
49054,CN,Beijing,AU,Sydney,12,Business Class Flight,Customer Visit,No,6000,M1311-M5317,Marketing,3,3000,3682.349429,3682.349429,267.5,652.6731047,7632.198858,1
49055,US,New York,CA,Toronto,13,BMW 3 diesel,Customer Visit,Yes,8000,M1311-M5320,Sales,3,900,224.1724491,225.7711739,32.2,1182.317194,482.143623,0
49056,DE,Berlin,FR,Paris,13,BMW 3 diesel,Conference/Exhibition,No,8000,M1311-M5321,Sales,2,2850,299.5480154,299.9166237,168,6.233592765,767.4646391,0
49057,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Internal Business Trip,No,8000,M1311-M5327,Executive Management,1,1800,748.0883592,749.1585192,57.9,2921.504761,1555.146878,0
49058,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,8000,M1311-M5331,Sales,5,2700,891.4661434,891.4661434,6.7,3343.16026,1789.632287,0
49059,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,No,9000,M1311-M5337,Marketing,1,2700,411.5677048,411.5677048,16.1,2128.170949,839.2354096,0
49060,US,New York,CA,Toronto,12,Business Class Flight,Enablement,No,6000,M1311-M5340,Marketing,1,2850,124.2912857,124.2912857,32.2,945.8537549,280.7825714,0
49062,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,M1311-M5356,Sales,2,3450,891.4661434,891.4661434,16.1,945.8537549,1799.032287,0
49064,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,M1311-M5365,Legal,2,300,931.1466752,931.1466752,32.2,155.9447856,1894.49335,0
49066,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,10000,M1311-M5383,Customer Support,5,2850,931.1466752,931.1466752,39.6,1493.264085,1901.89335,0
