TripID,EmployeeNumber,TravelRequestID,ExpenseRequestID,ExpenseDenialReason,ExpenseReimbursementReason,ExpenseReimbursementAmount,ReasonForTransportCancellation,NewTransportSelection,ReasonForNewTransport,NewHotelSelection,ReasonForNewHotel,NewModeOfTransportation,TransportationPriceDifference,ReasonForTransportationChange,ReasonForDelay,ExtensionLength,DaysPreapproved,ProcessCode
31970,M1205-M5400,TR031970,EXP031970,,Policy exception approved,371.44,,,,,,,,,,,4,V20
31971,M1205-M5400,TR031971,EXP031971,,Standard travel reimbursement,180.84,,,,,,,,,,4,3,V18
31972,M1205-M5402,TR031972,EXP031972,,Standard travel reimbursement,361.67,,,,,,,,,,,0,V16
31973,M1205-M5410,TR031973,EXP031973,,Policy exception approved,256.76,,,,,,,,,,,1,V1
31974,M1205-M5411,TR031974,EXP031974,,Partial reimbursement,393.61,,,,,,,,,,,2,V21
31976,M1205-M5417,TR031976,EXP031976,,Policy exception approved,514.47,,,,,,,,,,,4,V1
31977,M1205-M5420,TR031977,EXP031977,,Partial reimbursement,265.45,,,,,,,,,,,2,V16
31978,M1205-M5432,TR031978,EXP031978,,Partial reimbursement,308.93,,,,,,,,,,,4,V13
31979,M1205-M5432,TR031979,EXP031979,,Standard travel reimbursement,283.79,,,,,,,,,,,2,V25
31981,M1205-M5446,TR031981,EXP031981,Late submission,Partial reimbursement,395.89,,,,,,Updated Economy Flight,-73.93,Time constraints,,,3,V14
31982,M1205-M5449,TR031982,EXP031982,,Policy exception approved,293.61,,,,,,,,,,,0,V1
31984,M1205-M5455,TR031984,EXP031984,,Standard travel reimbursement,511.22,,,,,,,,,,,2,V1
31985,M1205-M5458,TR031985,EXP031985,,Standard travel reimbursement,277.72,,,,,,,,,,,3,V25
31986,M1205-M5458,TR031986,EXP031986,,Policy exception approved,396.16,,,,,,,,,Airport congestion,,3,V16
31988,M1205-M5465,TR031988,EXP031988,,Policy exception approved,148.33,,,,,,,,,Airport congestion,,2,V21
31990,M1205-M5468,TR031990,EXP031990,Personal expense,Policy exception approved,323.33,,,,,,,,,,3,3,V19
31991,M1205-M5477,TR031991,EXP031991,,Partial reimbursement,151.39,,,,,,,,,,,1,V1
31992,M1205-M5479,TR031992,EXP031992,,Standard travel reimbursement,483.17,,,,,,,,,,,0,V1
31993,M1205-M5484,TR031993,EXP031993,Out of policy,,503.92,,,,,,,,,,2,4,V18
31994,M1205-M5501,TR031994,EXP031994,Out of policy,Policy exception approved,230.63,,Rebooked flight,Schedule conflict,,,,,,,,4,V23
31996,M1205-M5519,TR031996,EXP031996,Late submission,Standard travel reimbursement,450.39,,,,,,,,,,,0,V1
31997,M1205-M5519,TR031997,EXP031997,,Partial reimbursement,533.58,,Rebooked rental,Route change,,,,,,Vehicle breakdown,,0,V29
31998,M1205-M5520,TR031998,EXP031998,Out of policy,Partial reimbursement,342.46,,,,,,,,,,,4,V1
31999,M1205-M5521,TR031999,EXP031999,Out of policy,Partial reimbursement,499.69,,,,,,,,,,,2,V1
32000,M1205-M5526,TR032000,EXP032000,Personal expense,Standard travel reimbursement,531.01,,,,,,,,,,,0,V1
32001,M1205-M5533,TR032001,EXP032001,,Standard travel reimbursement,141.38,,,,,,,,,,,0,V1
32004,M1205-M5549,TR032004,EXP032004,,Partial reimbursement,275.2,,,,,,,,,,,3,V16
32006,M1206-M5147,TR032006,EXP032006,,Partial reimbursement,355.99,,,,,,,,,,,0,V1
32008,M1206-M5189,TR032008,EXP032008,Out of policy,Policy exception approved,172.54,,,,,,,,,,,3,V1
32009,M1206-M5201,TR032009,EXP032009,Missing receipt,Partial reimbursement,566.97,,,,,,,,,,,0,V31
32010,M1206-M5243,TR032010,EXP032010,,Partial reimbursement,355.88,,,,,,,,,,,0,V1
32011,M1206-M5310,TR032011,EXP032011,,Standard travel reimbursement,423.56,,,,,,,,,Weather delay,,4,V1
32012,M1206-M5314,TR032012,EXP032012,,Policy exception approved,177.53,,,,,,,,,,,2,V1
32013,M1206-M5411,TR032013,EXP032013,,Policy exception approved,347.96,,,,,,,,,,,0,V1
32014,M1206-M5422,TR032014,EXP032014,,Standard travel reimbursement,235.73,,,,,,,,,,,1,V1
32017,M1206-M5536,TR032017,EXP032017,,Policy exception approved,318.5,,,,,,,,,,4,4,V17
32018,M1207-M5001,TR032018,EXP032018,,Standard travel reimbursement,362.8,,,,New hotel chosen,Location preference,,,,,,1,V1
32019,M1207-M5008,TR032019,EXP032019,,Policy exception approved,392.78,,,,,,,,,,,3,V1
32020,M1207-M5016,TR032020,EXP032020,,Policy exception approved,146.04,,,,,,,,,,,4,V20
32022,M1207-M5021,TR032022,EXP032022,,Partial reimbursement,417.53,,,,,,,,,,,3,V1
32023,M1207-M5023,TR032023,EXP032023,,Partial reimbursement,362.82,,,,,,,,,,,1,V1
32024,M1207-M5026,TR032024,EXP032024,,Policy exception approved,320.19,,,,,,,,,,,2,V1
32025,M1207-M5026,TR032025,EXP032025,,Standard travel reimbursement,458.57,,,,,,,,,,,1,V20
32026,M1207-M5028,TR032026,EXP032026,,Policy exception approved,300.54,,,,,,,,,,,2,V1
32027,M1207-M5028,TR032027,EXP032027,,Policy exception approved,409.52,,,,,,,,,,,4,V1
32028,M1207-M5028,TR032028,EXP032028,,Policy exception approved,596.07,Personal emergency,,,,,,,,,,0,V8
32029,M1207-M5029,TR032029,EXP032029,,Partial reimbursement,421.27,,,,,,Updated Economy Flight,-231.5,Time constraints,,3,1,V17
32030,M1207-M5029,TR032030,EXP032030,Missing receipt,Standard travel reimbursement,177.08,,,,,,,,,,,2,V35
32031,M1207-M5034,TR032031,EXP032031,,Partial reimbursement,310.1,,,,,,,,,,1,1,V19
32032,M1207-M5036,TR032032,EXP032032,,Policy exception approved,154.59,,,,,,,,,,,0,V1
32033,M1207-M5047,TR032033,EXP032033,,Standard travel reimbursement,489.64,,,,,,Updated Economy Flight,57.71,Safety concern,,4,3,V19
32034,M1207-M5047,TR032034,EXP032034,,Standard travel reimbursement,366.47,,,,,,,,,,,4,V1
32036,M1207-M5049,TR032036,EXP032036,,Standard travel reimbursement,188.41,,,,New hotel chosen,Quality issue,,,,,,4,V21
32038,M1207-M5053,TR032038,EXP032038,,Standard travel reimbursement,234.24,,Rebooked flight,Better schedule,Alternative hotel selected,Quality issue,,,,,,1,V24
32039,M1207-M5055,TR032039,EXP032039,,Partial reimbursement,327.26,,Rebooked rental,Route change,,,Updated Fiat 500 electric,246.76,Safety concern,,,0,V15
32040,M1207-M5059,TR032040,EXP032040,,Policy exception approved,331.31,,,,,,,,,,,4,V1
32041,M1207-M5059,TR032041,EXP032041,Personal expense,Partial reimbursement,596.79,,,,,,Updated Business Class Flight,-226.71,Client preference,,,0,V1
32042,M1207-M5063,TR032042,EXP032042,,Policy exception approved,167.54,,,,,,,,,,2,3,V18
32043,M1207-M5065,TR032043,EXP032043,,Policy exception approved,247.98,,,,,,,,,,,2,V33
32045,M1207-M5066,TR032045,EXP032045,,Partial reimbursement,214.6,,,,New hotel chosen,Quality issue,,,,,,4,V1
32046,M1207-M5067,TR032046,EXP032046,,Partial reimbursement,262.92,,,,,,,,,,,0,V1
32047,M1207-M5068,TR032047,EXP032047,,Partial reimbursement,180.05,,,,,,,,,,,3,V1
32048,M1207-M5070,TR032048,EXP032048,,Policy exception approved,355.59,,,,New hotel chosen,Hotel overbooked,,,,Airport congestion,,1,V1
32049,M1207-M5078,TR032049,EXP032049,,Policy exception approved,268.63,,,,New hotel chosen,Quality issue,,,,,,3,V1
32052,M1207-M5096,TR032052,EXP032052,,Standard travel reimbursement,441.82,,,,,,,,,,,3,V21
32053,M1207-M5097,TR032053,EXP032053,,Partial reimbursement,380.42,,Rebooked rental,Schedule conflict,Alternative hotel selected,Availability,,,,,,4,V24
32055,M1207-M5100,TR032055,EXP032055,,Standard travel reimbursement,242.59,,,,,,Updated Volkswagen Golf diesel,46.37,Client preference,,,4,V1
32056,M1207-M5104,TR032056,EXP032056,,Standard travel reimbursement,247.58,,,,New hotel chosen,Quality issue,,,,,2,3,V17
32058,M1207-M5105,TR032058,EXP032058,,Policy exception approved,166.36,,,,,,,,,,,3,V1
32059,M1207-M5107,TR032059,EXP032059,Late submission,Policy exception approved,218.98,Operational issue,Rebooked flight,Route change,,,,,,Weather delay,,4,V25
32063,M1207-M5111,TR032063,EXP032063,,Partial reimbursement,238.63,Personal emergency,Rebooked flight,Route change,New hotel chosen,Hotel overbooked,,,,,4,1,V17
32064,M1207-M5114,TR032064,EXP032064,,Standard travel reimbursement,348.41,,Rebooked flight,Better schedule,Alternative hotel selected,Quality issue,,,,,,0,V7
32065,M1207-M5118,TR032065,EXP032065,Personal expense,Partial reimbursement,320.1,,Rebooked flight,Cheaper fare,,,Updated Economy Flight,96.72,Safety concern,Mechanical issue,,2,V15
32067,M1207-M5125,TR032067,EXP032067,,Partial reimbursement,380.59,,,,,,,,,,,4,V22
32068,M1207-M5125,TR032068,EXP032068,,Partial reimbursement,379.17,,,,,,,,,,,3,V1
32069,M1207-M5127,TR032069,EXP032069,,Partial reimbursement,397.21,,,,,,,,,,,3,V21
32070,M1207-M5128,TR032070,EXP032070,Late submission,Standard travel reimbursement,418.79,,,,,,,,,,,3,V16
32072,M1207-M5136,TR032072,EXP032072,Personal expense,Policy exception approved,205.44,,,,,,,,,,,4,V25
32074,M1207-M5140,TR032074,EXP032074,,Standard travel reimbursement,407.57,,,,,,,,,,,1,V14
32075,M1207-M5145,TR032075,EXP032075,,Partial reimbursement,427.73,,,,,,,,,,,2,V21
32077,M1207-M5149,TR032077,EXP032077,,Policy exception approved,527.16,,,,,,,,,,,1,V1
32078,M1207-M5149,TR032078,EXP032078,,Policy exception approved,211.74,,,,,,,,,,,3,V1
32079,M1207-M5150,TR032079,EXP032079,,Policy exception approved,348.51,,,,,,,,,,,2,V21
32080,M1207-M5151,TR032080,EXP032080,,Policy exception approved,313.24,,,,,,Updated Economy Flight,43.55,Cost optimization,,,0,V1
32081,M1207-M5151,TR032081,EXP032081,Personal expense,Partial reimbursement,467.18,,,,,,,,,,,0,V1
32082,M1207-M5154,TR032082,EXP032082,,Standard travel reimbursement,238.02,,,,,,,,,,,4,V20
32083,M1207-M5154,TR032083,EXP032083,,Partial reimbursement,349.57,,,,New hotel chosen,Hotel overbooked,,,,Security screening,,4,V1
32085,M1207-M5159,TR032085,EXP032085,,Policy exception approved,234.63,,,,,,,,,,4,3,V18
32087,M1207-M5171,TR032087,EXP032087,,Partial reimbursement,447.05,,Rebooked rental,Schedule conflict,,,Updated BMW 3 diesel,271.1,Client preference,,,4,V15
32088,M1207-M5180,TR032088,EXP032088,,Policy exception approved,215.05,,Rebooked flight,Cheaper fare,,,Updated Economy Flight,269.98,Client preference,,,4,V15
32089,M1207-M5181,TR032089,EXP032089,Late submission,Policy exception approved,272.54,,,,,,,,,,,1,V1
32092,M1207-M5183,TR032092,EXP032092,,Partial reimbursement,439.42,,,,,,,,,,,0,V1
32093,M1207-M5183,TR032093,EXP032093,,Policy exception approved,203.82,,,,,,,,,,,0,V26
32094,M1207-M5183,TR032094,EXP032094,,Partial reimbursement,418.62,,,,,,,,,,,3,V1
32095,M1207-M5188,TR032095,EXP032095,,Standard travel reimbursement,450.5,,,,,,,,,,,4,V22
32098,M1207-M5190,TR032098,EXP032098,,Partial reimbursement,405.01,,,,New hotel chosen,Rate change,,,,,,3,V1
32100,M1207-M5196,TR032100,EXP032100,,Standard travel reimbursement,427.03,,Rebooked train,Route change,Alternative hotel selected,Availability,,,,,,1,V24
32101,M1207-M5196,TR032101,EXP032101,,Standard travel reimbursement,488.58,,,,,,,,,,,1,V20
32102,M1207-M5200,TR032102,EXP032102,,Partial reimbursement,442.02,,Rebooked flight,Schedule conflict,,,,,,,,0,V23
32104,M1207-M5202,TR032104,EXP032104,,Policy exception approved,192.87,,Rebooked rental,Better schedule,,,Updated Volkswagen Golf petrol,200.46,Cost optimization,,,3,V27
32105,M1207-M5203,TR032105,EXP032105,Personal expense,,421.13,,,,,,,,,Weather delay,,3,V33
32106,M1207-M5207,TR032106,EXP032106,,Partial reimbursement,443.12,,,,,,,,,,,3,V26
32108,M1207-M5221,TR032108,EXP032108,,Partial reimbursement,368.9,,,,,,,,,,1,2,V19
32110,M1207-M5222,TR032110,EXP032110,,Partial reimbursement,583.56,,,,,,,,,,,2,V16
32111,M1207-M5224,TR032111,EXP032111,,Policy exception approved,569.21,,,,,,,,,,,3,V20
32113,M1207-M5229,TR032113,EXP032113,,Policy exception approved,287.21,,,,,,,,,,,2,V1
32114,M1207-M5229,TR032114,EXP032114,Missing receipt,Policy exception approved,477.74,,,,New hotel chosen,Rate change,Updated Train,-22.64,Time constraints,Platform delay,,4,V11
32118,M1207-M5237,TR032118,EXP032118,,Partial reimbursement,393.16,,,,,,,,,,3,4,V18
32119,M1207-M5237,TR032119,EXP032119,,Policy exception approved,272.73,,,,,,,,,,,0,V1
32121,M1207-M5245,TR032121,EXP032121,Out of policy,Policy exception approved,158.01,,,,,,,,,,,3,V1
32122,M1207-M5245,TR032122,EXP032122,Missing receipt,Standard travel reimbursement,183.81,,,,,,,,,,,4,V1
32123,M1207-M5259,TR032123,EXP032123,,Partial reimbursement,376.19,,,,,,,,,,,2,V21
32124,M1207-M5260,TR032124,EXP032124,,Standard travel reimbursement,444.11,,,,,,,,,,,0,V1
32125,M1207-M5261,TR032125,EXP032125,,Partial reimbursement,155,,,,,,,,,,,3,V16
32126,M1207-M5262,TR032126,EXP032126,,Partial reimbursement,553.84,,,,,,,,,,,2,V1
32128,M1207-M5265,TR032128,EXP032128,,Standard travel reimbursement,254.57,,,,,,,,,,,3,V1
32129,M1207-M5267,TR032129,EXP032129,,Policy exception approved,401.75,,,,,,,,,Airport congestion,,4,V1
32132,M1207-M5273,TR032132,EXP032132,Missing receipt,Standard travel reimbursement,299.38,,,,,,,,,,,1,V1
32133,M1207-M5273,TR032133,EXP032133,Personal expense,Partial reimbursement,250.69,,,,,,,,,,,1,V1
32134,M1207-M5276,TR032134,EXP032134,,Standard travel reimbursement,356.08,,,,,,,,,,1,2,V18
32135,M1207-M5277,TR032135,EXP032135,,Partial reimbursement,358.38,,Rebooked rental,Better schedule,,,,,,,,3,V9
32137,M1207-M5293,TR032137,EXP032137,,Policy exception approved,586.37,,,,New hotel chosen,Quality issue,,,,,,4,V1
32138,M1207-M5296,TR032138,EXP032138,,Standard travel reimbursement,403.84,,,,,,,,,,,2,V1
32139,M1207-M5301,TR032139,EXP032139,,Partial reimbursement,449.82,,,,,,,,,,,4,V1
32140,M1207-M5302,TR032140,EXP032140,,Policy exception approved,458.57,,,,,,,,,,,1,V1
32141,M1207-M5302,TR032141,EXP032141,,Standard travel reimbursement,380.72,,Rebooked flight,Better schedule,,,,,,,,2,V23
32143,M1207-M5306,TR032143,EXP032143,,Policy exception approved,242.25,,,,,,,,,,,4,V20
32144,M1207-M5306,TR032144,EXP032144,,Partial reimbursement,505.58,,,,,,,,,Mechanical issue,,0,V11
32145,M1207-M5307,TR032145,EXP032145,,Partial reimbursement,380.26,,,,,,,,,,,4,V1
32146,M1207-M5310,TR032146,EXP032146,,Partial reimbursement,361.78,,,,,,,,,,,4,V1
32147,M1207-M5311,TR032147,EXP032147,,Standard travel reimbursement,344.65,,,,,,,,,,,2,V25
32149,M1207-M5313,TR032149,EXP032149,,Policy exception approved,250.03,,,,,,,,,,,0,V25
32150,M1207-M5315,TR032150,EXP032150,,Partial reimbursement,168.56,,,,New hotel chosen,Rate change,,,,,,2,V16
32151,M1207-M5316,TR032151,EXP032151,,Standard travel reimbursement,152.46,,Rebooked flight,Route change,,,Updated Economy Flight,-37.74,Client preference,Mechanical issue,,2,V23
32153,M1207-M5327,TR032153,EXP032153,,Policy exception approved,370.33,Weather disruption,,,,,,,,,,0,V12
32155,M1207-M5336,TR032155,EXP032155,Late submission,Policy exception approved,473.08,,,,,,,,,,,2,V16
32156,M1207-M5337,TR032156,EXP032156,Missing receipt,Standard travel reimbursement,476.22,,,,,,,,,,,3,V1
32157,M1207-M5338,TR032157,EXP032157,,Standard travel reimbursement,236.44,,,,,,,,,,,4,V1
32158,M1207-M5339,TR032158,EXP032158,,Partial reimbursement,303.67,,,,,,,,,,,4,V21
32160,M1207-M5339,TR032160,EXP032160,,Partial reimbursement,462.66,,,,,,,,,,,4,V1
32161,M1207-M5340,TR032161,EXP032161,,Policy exception approved,407.74,,,,,,Updated Economy Flight,-103.93,Time constraints,Airport congestion,,4,V1
32162,M1207-M5348,TR032162,EXP032162,,Partial reimbursement,543.1,,,,,,,,,,,3,V1
32163,M1207-M5357,TR032163,EXP032163,,Standard travel reimbursement,477.07,,,,,,Updated BMW 3 plugin hybrid,-46.93,Cost optimization,,,3,V1
32164,M1207-M5360,TR032164,EXP032164,,Partial reimbursement,462.04,,,,,,,,,,3,2,V19
32165,M1207-M5363,TR032165,EXP032165,,Partial reimbursement,383.14,,,,New hotel chosen,Rate change,,,,,,0,V26
32167,M1207-M5364,TR032167,EXP032167,,Policy exception approved,437.08,,,,,,Updated Business Class Flight,308.09,Cost optimization,,2,2,V17
32168,M1207-M5365,TR032168,EXP032168,,Policy exception approved,380.79,,,,,,,,,,,4,V1
32169,M1207-M5365,TR032169,EXP032169,,Policy exception approved,294.66,,,,,,,,,,,4,V1
32170,M1207-M5366,TR032170,EXP032170,Personal expense,Standard travel reimbursement,366.27,,,,,,,,,,,0,V1
32171,M1207-M5371,TR032171,EXP032171,Late submission,Standard travel reimbursement,289.91,,,,,,,,,,,4,V1
32174,M1207-M5388,TR032174,EXP032174,,Standard travel reimbursement,251.07,,,,,,,,,,,2,V1
32175,M1207-M5394,TR032175,EXP032175,,Standard travel reimbursement,146.19,,,,,,Updated Volkswagen Golf diesel,8.39,Cost optimization,,,0,V1
32177,M1207-M5396,TR032177,EXP032177,,Partial reimbursement,195.15,,,,,,,,,,,0,V1
32178,M1207-M5402,TR032178,EXP032178,,Partial reimbursement,179,,,,,,,,,,,2,V16
32180,M1207-M5405,TR032180,EXP032180,,Partial reimbursement,558.45,,,,,,Updated Volkswagen Golf petrol,203.82,Cost optimization,Traffic congestion,,1,V11
32181,M1207-M5407,TR032181,EXP032181,,Partial reimbursement,344.75,,,,,,,,,,,1,V22
32182,M1207-M5409,TR032182,EXP032182,,Policy exception approved,587.73,Weather disruption,,,,,,,,,,2,V1
32183,M1207-M5411,TR032183,EXP032183,Personal expense,Partial reimbursement,172.58,,,,,,,,,,,2,V1
32184,M1207-M5411,TR032184,EXP032184,Out of policy,Policy exception approved,535.14,,,,,,Updated Economy Flight,104.54,Time constraints,Security screening,,2,V1
32185,M1207-M5411,TR032185,EXP032185,,Partial reimbursement,317.28,,,,,,,,,,,2,V1
32186,M1207-M5415,TR032186,EXP032186,,Partial reimbursement,566.31,,,,,,,,,,,0,V13
32187,M1207-M5419,TR032187,EXP032187,,Policy exception approved,414.02,,Rebooked rental,Schedule conflict,,,,,,,,3,V9
32188,M1207-M5422,TR032188,EXP032188,,Partial reimbursement,460.92,,,,,,,,,,,1,V1
32191,M1207-M5436,TR032191,EXP032191,Out of policy,Standard travel reimbursement,105.94,,,,,,,,,,,1,V22
32192,M1207-M5449,TR032192,EXP032192,,Standard travel reimbursement,368.23,,,,,,,,,,,4,V21
32193,M1207-M5449,TR032193,EXP032193,,Standard travel reimbursement,445.22,,,,,,,,,,,0,V1
32195,M1207-M5452,TR032195,EXP032195,,Standard travel reimbursement,310.34,Schedule change,Rebooked transport,Route change,,,,,,,2,1,V18
32196,M1207-M5455,TR032196,EXP032196,Exceeded limit,Partial reimbursement,324.42,,,,New hotel chosen,Location preference,,,,,,2,V31
32197,M1207-M5457,TR032197,EXP032197,,Standard travel reimbursement,463.12,,,,,,,,,,,3,V1
32198,M1207-M5458,TR032198,EXP032198,Personal expense,Policy exception approved,439.25,,,,,,,,,,,4,V14
32199,M1207-M5459,TR032199,EXP032199,,Standard travel reimbursement,253.32,,,,,,,,,,,4,V14
32202,M1207-M5465,TR032202,EXP032202,,Policy exception approved,335.15,,,,New hotel chosen,Hotel overbooked,,,,,,4,V22
32203,M1207-M5467,TR032203,EXP032203,Personal expense,Policy exception approved,580.88,,,,,,,,,,,3,V1
32204,M1207-M5471,TR032204,EXP032204,Out of policy,Policy exception approved,441.44,,,,,,,,,,,1,V1
32206,M1207-M5476,TR032206,EXP032206,,Standard travel reimbursement,248.83,,,,,,,,,,,4,V25
32207,M1207-M5485,TR032207,EXP032207,,Policy exception approved,192.74,,,,,,,,,,,3,V14
32208,M1207-M5485,TR032208,EXP032208,,Partial reimbursement,455.57,,,,,,,,,Weather delay,,1,V11
32209,M1207-M5489,TR032209,EXP032209,,Standard travel reimbursement,337.36,,,,,,,,,,,4,V1
32211,M1207-M5497,TR032211,EXP032211,Late submission,Policy exception approved,120.52,,,,,,,,,,,2,V1
32212,M1207-M5497,TR032212,EXP032212,,Partial reimbursement,551.48,,,,,,,,,,,4,V26
32213,M1207-M5498,TR032213,EXP032213,,Standard travel reimbursement,406.14,,Rebooked rental,Schedule conflict,Alternative hotel selected,Availability,,,,,,2,V24
32214,M1207-M5498,TR032214,EXP032214,Out of policy,Policy exception approved,558.86,,,,,,,,,,,2,V1
32215,M1207-M5499,TR032215,EXP032215,,Standard travel reimbursement,381.91,,,,,,,,,,,2,V1
32217,M1207-M5502,TR032217,EXP032217,,Standard travel reimbursement,244.6,,Rebooked flight,Better schedule,,,Updated First Class Flight,182.36,Client preference,Security screening,,2,V15
32218,M1207-M5512,TR032218,EXP032218,,Policy exception approved,243.6,Airline schedule change,Rebooked flight,Missed connection,,,,,,,,2,V1
32219,M1207-M5516,TR032219,EXP032219,,Partial reimbursement,249.34,,,,,,Updated First Class Flight,-101.08,Cost optimization,,,1,V1
32220,M1207-M5518,TR032220,EXP032220,,Standard travel reimbursement,192.02,,,,,,,,,,4,2,V17
32221,M1207-M5521,TR032221,EXP032221,,Partial reimbursement,242.1,,,,,,,,,,,3,V1
32222,M1207-M5527,TR032222,EXP032222,,Partial reimbursement,383.76,Rental availability change,,,,,,,,,,1,V8
32223,M1207-M5527,TR032223,EXP032223,,Policy exception approved,211.65,,,,,,,,,,,0,V1
32225,M1207-M5536,TR032225,EXP032225,Missing receipt,Standard travel reimbursement,578.09,,,,,,,,,,,2,V1
32228,M1207-M5538,TR032228,,,,,,,,,,Updated BMW 3 diesel,145.98,Time constraints,,4,1,V18
32229,M1207-M5538,TR032229,EXP032229,,Policy exception approved,305.34,,,,,,,,,,,4,V20
32230,M1207-M5540,TR032230,EXP032230,,Partial reimbursement,386.77,,,,,,,,,,,1,V1
32231,M1207-M5540,TR032231,EXP032231,,Standard travel reimbursement,287.97,,,,,,,,,Weather delay,,0,V11
32233,M1207-M5555,TR032233,EXP032233,,Standard travel reimbursement,507.38,,,,,,,,,,,4,V1
32234,M1208-M5003,TR032234,EXP032234,,Standard travel reimbursement,379.56,,Rebooked rental,Schedule conflict,,,Updated BMW 3 diesel,85.55,Client preference,,,4,V23
32235,M1208-M5006,TR032235,EXP032235,,Policy exception approved,134.36,,,,,,,,,,,3,V1
32237,M1208-M5008,TR032237,EXP032237,,Standard travel reimbursement,480.49,,,,,,,,,,,1,V1
32238,M1208-M5011,TR032238,EXP032238,,Standard travel reimbursement,233.05,,,,,,,,,,,2,V1
32241,M1208-M5019,TR032241,EXP032241,,Standard travel reimbursement,202.14,Personal emergency,,,,,,,,,,0,V8
32242,M1208-M5023,TR032242,EXP032242,,Policy exception approved,347.32,,,,,,,,,,,2,V16
32243,M1208-M5026,TR032243,EXP032243,,Policy exception approved,482.37,,,,,,,,,,,1,V1
32244,M1208-M5027,TR032244,EXP032244,,Standard travel reimbursement,439.7,,,,,,,,,,,0,V1
32245,M1208-M5027,TR032245,EXP032245,,Standard travel reimbursement,376.2,,,,,,,,,,,0,V1
32246,M1208-M5027,TR032246,EXP032246,,Standard travel reimbursement,144.32,,,,New hotel chosen,Location preference,,,,,,4,V20
32247,M1208-M5028,TR032247,EXP032247,,Policy exception approved,358.94,,,,,,,,,,,1,V1
32248,M1208-M5029,TR032248,EXP032248,,Policy exception approved,334.06,,,,,,,,,,,0,V1
32249,M1208-M5030,TR032249,EXP032249,Out of policy,Standard travel reimbursement,315.9,,,,New hotel chosen,Quality issue,,,,Weather delay,,4,V11
32250,M1208-M5034,TR032250,EXP032250,,Policy exception approved,507.95,,,,,,,,,Weather delay,,3,V1
32251,M1208-M5034,TR032251,EXP032251,,Policy exception approved,249.28,,,,,,,,,,,0,V1
32253,M1208-M5038,TR032253,EXP032253,,Standard travel reimbursement,301.64,,,,,,,,,Vehicle breakdown,,2,V28
32254,M1208-M5038,TR032254,EXP032254,,Partial reimbursement,303.62,,,,,,,,,,4,2,V17
32255,M1208-M5038,TR032255,EXP032255,,Standard travel reimbursement,113.1,,Rebooked flight,Cheaper fare,,,Updated Economy Flight,-25.91,Client preference,,,1,V23
32256,M1208-M5040,TR032256,EXP032256,,Partial reimbursement,327.02,,,,,,,,,,,0,V1
32258,M1208-M5048,TR032258,EXP032258,,Policy exception approved,380.57,,,,,,,,,,,0,V1
32260,M1208-M5052,TR032260,EXP032260,Late submission,Standard travel reimbursement,559.02,,,,,,,,,,,4,V16
32261,M1208-M5054,TR032261,EXP032261,,Policy exception approved,422.29,,,,,,,,,,,3,V1
32262,M1208-M5055,TR032262,EXP032262,,Standard travel reimbursement,423.22,,,,,,,,,,,1,V1
32263,M1208-M5055,TR032263,EXP032263,,Policy exception approved,393.7,,,,,,,,,,,1,V16
32264,M1208-M5057,TR032264,EXP032264,,Policy exception approved,440.66,,,,,,Updated Train,28.04,Time constraints,,,1,V1
32265,M1208-M5059,TR032265,EXP032265,,Partial reimbursement,531.32,,,,,,Updated Business Class Flight,175.83,Client preference,,,1,V1
32266,M1208-M5063,TR032266,EXP032266,,Standard travel reimbursement,288.19,,,,,,,,,,,4,V1
32267,M1208-M5063,TR032267,EXP032267,,Partial reimbursement,350.76,,,,,,,,,Weather delay,,2,V11
32268,M1208-M5063,TR032268,EXP032268,,Policy exception approved,515.34,,,,,,,,,,,4,V16
32269,M1208-M5065,TR032269,EXP032269,,Partial reimbursement,176.66,,,,,,,,,Rental desk queue,,2,V11
32270,M1208-M5068,TR032270,EXP032270,,Standard travel reimbursement,302.77,,Rebooked flight,Route change,,,,,,,,2,V23
32271,M1208-M5069,TR032271,EXP032271,,Policy exception approved,401.71,,Rebooked flight,Route change,Alternative hotel selected,Quality issue,,,,,,4,V10
32272,M1208-M5072,TR032272,EXP032272,,Policy exception approved,173.82,,Rebooked rental,Schedule conflict,New hotel chosen,Rate change,Updated Volkswagen Golf petrol,183.8,Cost optimization,,,3,V15
32273,M1208-M5073,TR032273,EXP032273,,Policy exception approved,182.81,,,,,,,,,Airport congestion,,4,V28
32274,M1208-M5085,TR032274,EXP032274,,Partial reimbursement,191.79,,,,,,,,,,2,3,V19
32275,M1208-M5087,TR032275,EXP032275,,Partial reimbursement,435.78,,,,,,,,,,,4,V1
32276,M1208-M5094,TR032276,EXP032276,,Partial reimbursement,238.54,,,,,,,,,,,0,V1
32277,M1208-M5100,TR032277,EXP032277,,Partial reimbursement,343.58,,,,,,,,,,,3,V1
32278,M1208-M5103,TR032278,EXP032278,,Partial reimbursement,530.35,,,,,,,,,,,2,V1
32279,M1208-M5113,TR032279,EXP032279,,Partial reimbursement,129.84,,,,,,,,,,3,2,V17
32281,M1208-M5114,TR032281,EXP032281,Out of policy,Partial reimbursement,529.18,,,,,,,,,,1,3,V19
32282,M1208-M5122,TR032282,EXP032282,,Standard travel reimbursement,505.59,,,,,,,,,,,3,V1
32283,M1208-M5124,TR032283,EXP032283,Out of policy,Standard travel reimbursement,267.49,,,,,,,,,,,4,V1
