TripID,StepOrder,EventName,EventTimestamp
50293,5,Receive Confirmation,11/22/2024 15:39:33
50293,6,Pickup Rental,11/22/2024 16:01:45
50293,7,Return Rental,11/25/2024 16:01:45
50293,8,Submit Expense Request,11/25/2024 21:42:08
50293,9,Expense Request Approved,11/25/2024 22:09:59
50293,10,Expense Reimbursement,11/26/2024 14:41:27
50296,1,Book Mode of Transportation,02/11/2024 12:54:13
50296,2,Book Lodging,02/11/2024 20:54:59
50296,3,Submit Travel Request,02/12/2024 15:13:15
50296,4,Travel Request Approved,02/13/2024 06:19:39
50296,5,Receive Confirmation,02/13/2024 17:28:07
50296,6,Take Departure Flight,03/11/2024 21:04:07
50296,7,Take Return Flight,03/14/2024 21:04:07
50296,8,Submit Expense Request,03/15/2024 17:25:08
50296,9,Expense Request Approved,03/15/2024 18:14:11
50296,10,Expense Reimbursement,03/15/2024 21:44:25
50301,1,Book Mode of Transportation,05/14/2024 16:59:19
50301,2,Book Lodging,05/15/2024 06:12:20
50301,3,Submit Travel Request,05/16/2024 03:22:23
50301,4,Travel Request Approved,05/17/2024 00:01:06
50301,5,Receive Confirmation,05/17/2024 19:21:22
50301,6,Take Departure Flight,06/10/2024 15:51:53
50301,7,Take Return Flight,06/13/2024 15:51:53
50301,8,Submit Expense Request,06/14/2024 13:55:11
50301,9,Expense Request Approved,06/14/2024 14:43:58
50301,10,Expense Reimbursement,06/17/2024 08:24:23
50302,1,Book Mode of Transportation,04/29/2024 19:26:54
50302,2,Book Lodging,04/29/2024 21:31:06
50302,3,Itinerary Edit,05/30/2024 10:46:34
50302,4,Submit Travel Request,04/30/2024 20:13:46
50302,5,Travel Request Approved,05/01/2024 00:14:22
50302,6,Receive Confirmation,05/01/2024 13:50:08
50302,7,Take Departure Flight,05/30/2024 12:44:01
50302,8,Take Return Flight,06/03/2024 12:44:01
50302,9,Submit Expense Request,06/03/2024 22:39:43
50302,10,Expense Request Approved,06/03/2024 22:54:34
50302,11,Expense Reimbursement,06/03/2024 23:43:24
50303,1,Manager Preapproved,03/04/2024 13:20:00
50303,2,Trip Extension,03/05/2024 14:53:33
50303,3,Book Mode of Transportation,03/08/2024 14:53:33
50303,4,Book Lodging,03/08/2024 15:51:38
50303,5,Submit Travel Request,03/08/2024 16:22:08
50304,1,Book Mode of Transportation,01/15/2024 13:57:33
50304,2,Book Lodging,01/16/2024 12:41:29
50304,3,Submit Travel Request,01/16/2024 20:30:58
50304,4,Travel Request Approved,01/17/2024 17:15:48
50304,5,Receive Confirmation,01/18/2024 00:36:53
50304,6,Take Departure Flight,02/09/2024 16:12:42
50304,7,Missed Flight,02/12/2024 16:12:42
50304,8,Book Mode of Transportation,02/12/2024 17:31:16
50304,9,Take Return Flight,02/12/2024 17:51:12
50304,10,Submit Expense Request,02/13/2024 15:22:34
50304,11,Expense Request Approved,02/13/2024 15:42:00
50304,12,Expense Reimbursement,02/14/2024 13:22:54
50306,1,Book Mode of Transportation,12/21/2024 07:31:00
50306,2,Book Lodging,12/22/2024 08:14:56
50306,3,Submit Travel Request,12/30/2024 08:58:13
50306,4,Travel Request Approved,12/30/2024 09:09:52
50306,5,Receive Confirmation,12/30/2024 10:09:52
50306,6,Pickup Rental,12/30/2024 10:09:55
50306,7,Return Rental,12/31/2024 10:09:55
50306,8,Submit Expense Request,12/31/2024 20:32:09
50306,9,Expense Request Approved,12/31/2024 21:02:29
50306,10,Expense Reimbursement,01/01/2025 05:21:09
50314,1,Book Mode of Transportation,09/17/2024 11:31:00
50314,2,Book Lodging,09/17/2024 12:25:51
50314,3,Submit Travel Request,09/17/2024 13:19:05
50314,4,Travel Request Approved,09/17/2024 14:06:22
50314,5,Receive Confirmation,09/17/2024 15:06:22
50314,6,Take Departure Flight,09/17/2024 15:47:38
50314,7,Take Return Flight,09/23/2024 15:47:38
50314,8,Submit Expense Request,09/23/2024 19:49:48
50314,9,Expense Request Approved,09/23/2024 20:24:10
50314,10,Expense Reimbursement,09/23/2024 21:05:43
50322,1,Book Mode of Transportation,02/08/2024 20:54:21
50322,2,Book Lodging,02/09/2024 14:00:22
50322,3,Submit Travel Request,02/09/2024 15:43:26
50322,4,Travel Request Approved,02/09/2024 20:48:02
50322,5,Receive Confirmation,02/10/2024 03:04:57
50322,6,Ticket Reissued,03/08/2024 19:25:06
50322,7,Take Departure Flight,03/08/2024 19:27:07
50322,8,Take Return Flight,03/11/2024 20:27:07
50322,9,Submit Expense Request,03/12/2024 17:14:18
50322,10,Expense Request Approved,03/12/2024 17:45:02
50322,11,Expense Reimbursement,03/13/2024 06:06:00
50323,1,Manager Preapproved,12/02/2024 16:32:00
50323,2,Book Mode of Transportation,11/09/2024 14:00:45
50323,3,Book Lodging,11/13/2024 14:31:52
50323,4,Submit Travel Request,12/03/2024 14:52:45
50323,5,Travel Request Approved,12/03/2024 15:29:10
50323,6,Receive Confirmation,12/03/2024 16:29:10
50323,7,Pickup Rental,12/03/2024 16:29:44
50323,8,Return Rental,12/05/2024 16:29:44
50323,9,Submit Expense Request,12/06/2024 01:16:02
50323,10,Expense Request Approved,12/06/2024 01:34:07
50323,11,Expense Reimbursement,12/06/2024 17:03:26
50324,1,Book Mode of Transportation,12/04/2024 06:50:26
50324,2,Book Lodging,12/04/2024 12:57:28
50324,3,Submit Travel Request,12/05/2024 10:35:55
50324,4,Travel Request Approved,12/06/2024 03:20:35
50324,5,Receive Confirmation,12/06/2024 22:21:29
50324,6,Take Departure Flight,12/25/2024 03:46:25
50324,7,Missed Flight,12/26/2024 03:46:25
50324,8,Book Mode of Transportation,12/26/2024 05:34:52
50324,9,Take Return Flight,12/26/2024 06:17:17
50324,10,Submit Expense Request,12/26/2024 22:44:01
50324,11,Expense Request Approved,12/26/2024 23:15:37
50324,12,Expense Reimbursement,12/27/2024 17:36:20
50327,1,Manager Preapproved,07/02/2024 11:36:00
50327,2,Trip Extension,07/03/2024 15:22:24
50327,3,Book Mode of Transportation,07/05/2024 15:22:24
50327,4,Book Lodging,07/05/2024 15:45:45
50327,5,Submit Travel Request,07/05/2024 16:23:26
50331,1,Book Mode of Transportation,10/30/2024 12:04:37
50331,2,Book Lodging,10/30/2024 18:03:45
50331,3,Submit Travel Request,10/31/2024 17:59:11
50331,4,Travel Request Approved,11/01/2024 09:21:01
50331,5,Receive Confirmation,11/01/2024 22:17:46
50331,6,Take Departure Flight,11/27/2024 00:48:03
50331,7,Ticket Reissued,11/28/2024 00:48:03
50331,8,Take Return Flight,11/28/2024 01:38:51
50331,9,Submit Expense Request,11/28/2024 19:02:35
50331,10,Expense Request Approved,11/28/2024 19:07:57
50331,11,Expense Reimbursement,11/29/2024 02:25:59
50338,1,Book Mode of Transportation,05/10/2024 21:34:40
50338,2,Book Lodging,05/11/2024 09:15:42
50338,3,Submit Travel Request,05/11/2024 13:46:32
50338,4,Travel Request Approved,05/12/2024 00:00:53
50338,5,Receive Confirmation,05/12/2024 17:51:35
50338,6,Take Departure Flight,06/04/2024 01:18:17
50338,7,Take Return Flight,06/05/2024 01:18:17
50338,8,Submit Expense Request,06/05/2024 06:41:04
50338,9,Expense Request Approved,06/05/2024 06:53:45
50338,10,Expense Reimbursement,06/06/2024 06:48:47
50339,1,Manager Preapproved,11/13/2024 11:07:00
50339,2,Book Mode of Transportation,10/25/2024 03:04:37
50339,3,Book Lodging,10/25/2024 04:25:41
50339,4,Submit Travel Request,10/26/2024 03:19:04
50339,5,Travel Request Approved,10/26/2024 17:43:58
50339,6,Receive Confirmation,10/27/2024 16:23:51
50339,7,Take Departure Flight,11/13/2024 19:19:52
50339,8,Take Return Flight,11/14/2024 19:19:52
50339,9,Submit Expense Request,11/15/2024 04:36:01
50339,10,Expense Request Approved,11/15/2024 05:18:38
50339,11,Expense Reimbursement,11/15/2024 18:53:39
50343,1,Book Mode of Transportation,08/22/2024 08:30:35
50343,2,Book Lodging,08/23/2024 04:07:16
50343,3,Submit Travel Request,08/24/2024 00:39:41
50343,4,Travel Request Approved,08/24/2024 18:58:28
50343,5,Receive Confirmation,08/24/2024 23:39:24
50343,6,Take Departure Flight,09/10/2024 11:14:15
50343,7,Take Return Flight,09/13/2024 11:14:15
50343,8,Submit Expense Request,09/16/2024 03:42:47
50343,9,Expense Request Approved,09/16/2024 04:23:41
50343,10,Expense Reimbursement,09/16/2024 15:48:12
50344,1,Book Mode of Transportation,04/17/2024 23:23:00
50344,2,Book Lodging,05/11/2024 00:01:57
50344,3,Submit Travel Request,05/15/2024 00:56:21
50344,4,Travel Request Approved,05/15/2024 01:30:45
50344,5,Receive Confirmation,05/15/2024 02:30:45
50344,6,Ticket Reissued,05/15/2024 02:50:51
50344,7,Pickup Rental,05/15/2024 03:41:59
50344,8,Return Rental,05/20/2024 03:41:59
50344,9,Submit Expense Request,05/20/2024 11:02:45
50344,10,Expense Request Approved,05/20/2024 11:24:32
50344,11,Expense Reimbursement,05/20/2024 11:47:52
50345,1,Book Mode of Transportation,04/06/2024 07:00:42
50345,2,Book Lodging,04/06/2024 12:27:29
50345,3,Submit Travel Request,04/07/2024 01:41:53
50345,4,Travel Request Approved,04/07/2024 04:18:19
50345,5,Receive Confirmation,04/07/2024 04:28:16
50345,6,Take Departure Flight,05/02/2024 20:43:39
50345,7,Take Return Flight,05/06/2024 20:43:39
50345,8,Submit Expense Request,05/07/2024 08:50:21
50345,9,Expense Request Approved,05/07/2024 09:32:55
50345,10,Expense Reimbursement,05/07/2024 21:50:37
50359,1,Manager Preapproved,03/15/2024 05:29:00
50359,2,Itinerary Edit,03/15/2024 20:44:27
50359,3,Book Mode of Transportation,02/25/2024 17:54:51
50359,4,Book Lodging,02/25/2024 23:20:17
50359,5,Submit Travel Request,02/26/2024 15:38:45
50359,6,Travel Request Approved,02/27/2024 15:27:09
50359,7,Receive Confirmation,02/28/2024 10:09:45
50359,8,Take Departure Flight,03/15/2024 23:34:52
50359,9,Take Return Flight,03/20/2024 23:34:52
50359,10,Submit Expense Request,03/21/2024 07:49:01
50359,11,Expense Request Approved,03/21/2024 07:52:19
50359,12,Expense Reimbursement,03/21/2024 12:09:55
50370,1,Manager Preapproved,09/09/2024 13:13:00
50370,2,Trip Extension,09/10/2024 04:33:27
50370,3,Book Mode of Transportation,09/13/2024 04:33:27
50370,4,Book Lodging,09/13/2024 04:52:07
50370,5,Submit Travel Request,09/13/2024 05:39:45
50374,1,Book Mode of Transportation,03/19/2024 23:59:58
50374,2,Book Lodging,03/20/2024 21:14:29
50374,3,Submit Travel Request,03/21/2024 12:40:18
50374,4,Travel Request Approved,03/21/2024 17:21:59
50374,5,Receive Confirmation,03/22/2024 12:16:59
50374,6,Take Departure Flight,04/18/2024 16:01:16
50374,7,Flight Change,04/22/2024 16:01:16
50374,8,Take Return Flight,04/22/2024 16:22:01
50374,9,Submit Expense Request,04/23/2024 07:35:57
50374,10,Expense Request Approved,04/23/2024 08:33:35
50374,11,Expense Reimbursement,04/23/2024 10:36:17
50379,1,Book Mode of Transportation,02/29/2024 07:06:22
50379,2,Book Lodging,02/29/2024 18:42:36
50379,3,Submit Travel Request,03/01/2024 16:35:43
50379,4,Travel Request Approved,03/02/2024 15:06:00
50379,5,Receive Confirmation,03/02/2024 17:14:29
50379,6,Take Departure Flight,03/18/2024 15:34:18
50379,7,Flight Change,03/21/2024 15:34:18
50379,8,Take Return Flight,03/21/2024 16:31:17
50379,9,Submit Expense Request,03/22/2024 04:38:35
50379,10,Expense Request Approved,03/22/2024 05:01:16
50379,11,Expense Reimbursement,03/22/2024 12:55:48
50382,1,Book Mode of Transportation,12/25/2023 02:25:28
50382,2,Book Lodging,12/25/2023 23:54:11
50382,3,Submit Travel Request,12/26/2023 10:23:10
50382,4,Travel Request Approved,12/26/2023 16:22:45
50382,5,Receive Confirmation,12/26/2023 23:41:07
50382,6,Take Departure Flight,01/22/2024 11:36:05
50382,7,Take Return Flight,01/23/2024 11:36:05
50382,8,Submit Expense Request,01/24/2024 08:37:00
50382,9,Expense Request Approved,01/24/2024 08:43:49
50382,10,Expense Reimbursement,01/24/2024 16:32:05
50388,1,Book Mode of Transportation,11/25/2024 01:33:18
50388,2,Book Lodging,11/25/2024 23:20:10
50388,3,Submit Travel Request,11/26/2024 01:56:16
50388,4,Travel Request Approved,11/26/2024 08:43:07
50388,5,Receive Confirmation,11/26/2024 19:02:35
50388,6,Take Departure Flight,12/23/2024 18:16:49
50388,7,Take Return Flight,12/24/2024 18:16:49
50388,8,Submit Expense Request,12/25/2024 06:17:21
50388,9,Expense Request Approved,12/25/2024 06:50:33
50388,10,Expense Reimbursement,12/26/2024 05:43:59
50389,1,Book Mode of Transportation,01/22/2025 23:32:00
50389,2,Book Lodging,02/13/2025 00:17:57
50389,3,Submit Travel Request,02/18/2025 00:55:46
50389,4,Travel Request Approved,02/18/2025 01:17:20
50389,5,Receive Confirmation,02/18/2025 02:17:20
50389,6,Pickup Rental,02/18/2025 03:09:00
50389,7,Return Rental,02/24/2025 03:09:00
50389,8,Submit Expense Request,02/25/2025 02:33:34
50389,9,Expense Request Approved,02/25/2025 02:55:37
50389,10,Expense Reimbursement,02/26/2025 01:05:17
50392,1,Manager Preapproved,02/23/2024 05:23:00
50392,2,Trip Extension,02/23/2024 07:49:46
50392,3,Book Mode of Transportation,02/27/2024 07:49:46
50392,4,Book Lodging,02/27/2024 07:58:18
50392,5,Submit Travel Request,02/27/2024 08:52:30
50395,1,Book Mode of Transportation,07/14/2024 23:26:01
50395,2,Book Lodging,07/15/2024 12:06:02
50395,3,Submit Travel Request,07/15/2024 13:49:07
50395,4,Travel Request Approved,07/16/2024 10:55:23
50395,5,Receive Confirmation,07/17/2024 10:53:22
50395,6,Ticket Reissued,08/08/2024 18:15:10
50395,7,Take Departure Flight,08/08/2024 18:46:44
50395,8,Take Return Flight,08/12/2024 18:46:44
50395,9,Submit Expense Request,08/13/2024 00:52:10
50395,10,Expense Request Approved,08/13/2024 00:57:58
50395,11,Expense Reimbursement,08/13/2024 23:42:53
50398,1,Book Mode of Transportation,09/27/2024 19:56:48
50398,2,Book Lodging,09/28/2024 14:32:59
50398,3,Submit Travel Request,09/29/2024 04:02:49
50398,4,Travel Request Approved,09/29/2024 17:26:43
50398,5,Receive Confirmation,09/30/2024 12:03:10
50398,6,Itinerary Edit,10/21/2024 20:16:31
50398,7,Take Departure Flight,10/21/2024 21:04:17
50398,8,Take Return Flight,10/22/2024 21:04:17
50398,9,Submit Expense Request,10/23/2024 03:26:02
50398,10,Expense Request Approved,10/23/2024 03:43:22
50398,11,Expense Reimbursement,10/23/2024 13:26:34
50404,1,Book Mode of Transportation,09/24/2024 18:03:56
50404,2,Flight Change,10/17/2024 10:05:46
50404,3,Book Lodging,09/25/2024 14:59:19
50404,4,Submit Travel Request,09/25/2024 21:59:22
50404,5,Travel Request Approved,09/26/2024 20:00:29
50404,6,Receive Confirmation,09/27/2024 14:38:59
50404,7,Take Departure Flight,10/17/2024 12:38:16
50404,8,Take Return Flight,10/21/2024 12:38:16
50404,9,Submit Expense Request,10/21/2024 17:33:48
50404,10,Expense Request Approved,10/21/2024 17:51:17
50404,11,Expense Reimbursement,10/22/2024 12:32:05
50407,1,Book Mode of Transportation,01/05/2024 16:16:00
50407,2,Book Lodging,01/08/2024 16:28:28
50407,3,Submit Travel Request,01/09/2024 17:15:36
50407,4,Travel Request Approved,01/09/2024 17:25:36
50407,5,Receive Confirmation,01/09/2024 18:25:36
50407,6,Take Departure Flight,01/09/2024 18:51:09
50407,7,Take Return Flight,01/15/2024 18:51:09
50407,8,Submit Expense Request,01/16/2024 10:37:49
50407,9,Expense Request Approved,01/16/2024 10:48:35
50407,10,Expense Reimbursement,01/17/2024 03:49:25
50408,1,Book Mode of Transportation,10/16/2024 04:46:01
50408,2,Book Lodging,10/16/2024 16:49:26
50408,3,Submit Travel Request,10/17/2024 16:42:14
50408,4,Travel Request Approved,10/17/2024 17:57:47
50408,5,Receive Confirmation,10/18/2024 11:43:42
50408,6,Take Departure Flight,11/15/2024 07:44:19
50408,7,Take Return Flight,11/18/2024 07:44:19
50408,8,Submit Expense Request,11/18/2024 18:48:32
50408,9,Expense Request Approved,11/18/2024 19:18:58
50408,10,Expense Reimbursement,11/19/2024 11:21:18
50413,1,Book Mode of Transportation,11/07/2024 23:17:19
50413,2,Book Lodging,11/08/2024 12:54:32
50413,3,Submit Travel Request,11/08/2024 21:43:54
50413,4,Travel Request Approved,11/09/2024 02:15:56
50413,5,Receive Confirmation,11/10/2024 01:57:04
50413,6,Take Departure Flight,12/02/2024 23:03:09
50413,7,Take Return Flight,12/05/2024 23:03:09
50413,8,Submit Expense Request,12/06/2024 11:26:48
50413,9,Expense Request Approved,12/06/2024 11:37:28
50413,10,Expense Reimbursement,12/06/2024 13:30:30
50423,1,Manager Preapproved,07/18/2024 17:22:00
50423,2,Book Mode of Transportation,06/28/2024 15:43:35
50423,3,Book Lodging,06/29/2024 03:42:28
50423,4,Submit Travel Request,06/29/2024 05:22:53
50423,5,Travel Request Approved,06/29/2024 20:41:03
50423,6,Receive Confirmation,06/30/2024 03:48:59
50423,7,Take Departure Flight,07/19/2024 10:13:55
50423,8,Take Return Flight,07/22/2024 10:13:55
50423,9,Submit Expense Request,07/23/2024 07:51:50
50423,10,Expense Request Approved,07/23/2024 08:29:13
50423,11,Expense Reimbursement,07/24/2024 00:14:41
50424,1,Book Mode of Transportation,05/12/2024 12:33:35
50424,2,Book Lodging,05/13/2024 05:29:13
50424,3,Submit Travel Request,05/13/2024 11:02:44
50424,4,Travel Request Approved,05/13/2024 23:13:13
50424,5,Receive Confirmation,05/14/2024 22:43:28
50424,6,Take Departure Flight,05/30/2024 18:20:52
50424,7,Take Return Flight,06/03/2024 18:20:52
50424,8,Submit Expense Request,06/04/2024 09:23:13
50424,9,Expense Request Approved,06/04/2024 10:03:30
50424,10,Expense Reimbursement,06/05/2024 10:03:19
50428,1,Book Mode of Transportation,02/19/2024 23:18:23
50428,2,Book Lodging,02/20/2024 01:35:59
50428,3,Submit Travel Request,02/20/2024 15:25:17
50428,4,Travel Request Approved,02/20/2024 20:42:36
50428,5,Receive Confirmation,02/21/2024 08:35:59
50428,6,Take Departure Flight,03/19/2024 01:23:25
50428,7,Take Return Flight,03/20/2024 01:23:25
50428,8,Submit Expense Request,03/20/2024 11:41:40
50428,9,Expense Request Approved,03/20/2024 12:26:30
50428,10,Expense Reimbursement,03/21/2024 10:10:48
50432,1,Book Mode of Transportation,06/03/2024 14:23:00
50432,2,Book Lodging,06/03/2024 14:26:30
50432,3,Submit Travel Request,06/10/2024 15:06:10
50432,4,Travel Request Approved,06/10/2024 15:47:42
50432,5,Receive Confirmation,06/10/2024 16:47:42
50432,6,Take Departure Flight,06/10/2024 17:17:36
50432,7,Take Return Flight,06/17/2024 17:17:36
50432,8,Submit Expense Request,06/18/2024 06:17:04
50432,9,Expense Request Approved,06/18/2024 06:50:23
50432,10,Expense Reimbursement,06/18/2024 12:00:01
50443,1,Manager Preapproved,03/14/2024 07:35:00
50443,2,Trip Extension,03/14/2024 19:18:46
50443,3,Book Mode of Transportation,03/18/2024 19:18:46
50443,4,Book Lodging,03/18/2024 19:42:45
50443,5,Submit Travel Request,03/18/2024 20:26:10
50444,1,Manager Preapproved,07/08/2024 05:38:00
50444,2,Trip Extension,07/10/2024 03:15:43
50444,3,Book Mode of Transportation,06/24/2024 13:28:12
50444,4,Book Lodging,06/24/2024 21:15:23
50444,5,Submit Travel Request,06/25/2024 01:44:41
50444,6,Travel Request Approved,06/25/2024 21:59:34
50444,7,Receive Confirmation,06/26/2024 21:17:05
50444,8,Take Departure Flight,07/15/2024 06:21:21
50444,9,Take Return Flight,07/16/2024 06:21:21
50444,10,Submit Expense Request,07/17/2024 00:58:43
50444,11,Expense Request Approved,07/17/2024 01:48:25
50444,12,Expense Reimbursement,07/17/2024 09:44:29
50446,1,Book Mode of Transportation,05/27/2024 17:09:00
50446,2,Book Lodging,06/04/2024 17:45:33
50446,3,Submit Travel Request,06/12/2024 18:26:42
50446,4,Travel Request Approved,06/12/2024 18:52:56
50446,5,Receive Confirmation,06/12/2024 19:52:56
50446,6,Pickup Rental,06/12/2024 19:58:02
50446,7,Hotel Change,06/17/2024 19:58:02
50446,8,Return Rental,06/17/2024 20:51:00
50446,9,Submit Expense Request,06/18/2024 17:03:04
50446,10,Expense Request Approved,06/18/2024 17:32:42
50446,11,Expense Reimbursement,06/19/2024 14:24:18
50447,1,Book Mode of Transportation,05/25/2024 06:55:14
50447,2,Book Lodging,05/25/2024 16:34:07
50447,3,Submit Travel Request,05/25/2024 22:47:35
50447,4,Travel Request Approved,05/26/2024 12:38:26
50447,5,Receive Confirmation,05/27/2024 11:08:28
50447,6,Take Departure Flight,06/11/2024 00:37:52
50447,7,Take Return Flight,06/14/2024 00:37:52
50447,8,Submit Expense Request,06/14/2024 20:37:38
50447,9,Expense Request Approved,06/14/2024 20:48:36
50447,10,Expense Reimbursement,06/17/2024 13:21:42
50448,1,Book Mode of Transportation,03/30/2024 18:55:31
50448,2,Book Lodging,03/30/2024 23:40:35
50448,3,Submit Travel Request,03/31/2024 15:23:27
50448,4,Travel Request Approved,04/01/2024 12:42:22
50448,5,Receive Confirmation,04/02/2024 07:41:45
50448,6,Take Departure Flight,04/17/2024 14:39:16
50448,7,Flight Change,04/22/2024 14:39:16
50448,8,Take Return Flight,04/22/2024 15:03:14
50448,9,Submit Expense Request,04/23/2024 08:59:02
50448,10,Expense Request Approved,04/23/2024 09:50:15
50448,11,Expense Reimbursement,04/23/2024 16:04:48
50451,1,Book Mode of Transportation,01/28/2024 06:55:00
50451,2,Book Lodging,01/29/2024 07:52:54
50451,3,Submit Travel Request,02/21/2024 08:10:18
50451,4,Travel Request Approved,02/21/2024 08:15:36
50451,5,Receive Confirmation,02/21/2024 09:15:36
50451,6,Pickup Rental,02/21/2024 09:25:31
50451,7,Return Rental,02/26/2024 09:25:31
50451,8,Submit Expense Request,02/27/2024 06:38:03
50451,9,Expense Request Approved,02/27/2024 06:47:58
50451,10,Expense Reimbursement,02/28/2024 04:47:16
50467,1,Book Mode of Transportation,01/08/2025 14:35:00
50467,2,Submit Travel Request,02/03/2025 14:37:23
50467,3,Travel Request Approved,02/03/2025 15:06:54
50467,4,Receive Confirmation,02/03/2025 16:06:54
50467,5,Pickup Rental,02/03/2025 16:08:03
50467,6,Return Rental,02/05/2025 16:08:03
50467,7,Submit Expense Request,02/06/2025 15:40:50
50467,8,Expense Request Approved,02/06/2025 15:46:40
50467,9,Expense Reimbursement,02/06/2025 23:54:24
50468,1,Book Mode of Transportation,03/21/2024 11:23:00
50468,2,Book Lodging,03/23/2024 11:57:18
50468,3,Submit Travel Request,04/01/2024 12:06:14
50468,4,Travel Request Approved,04/01/2024 12:23:41
50468,5,Receive Confirmation,04/01/2024 13:23:41
50468,6,Pickup Rental,04/01/2024 14:12:03
50468,7,Hotel Change,04/05/2024 14:12:03
50468,8,Return Rental,04/05/2024 15:11:26
50468,9,Submit Expense Request,04/08/2024 14:48:07
50468,10,Expense Request Approved,04/08/2024 15:35:49
50468,11,Expense Reimbursement,04/09/2024 06:37:29
50469,1,Manager Preapproved,09/09/2024 14:25:00
50469,2,Trip Extension,09/09/2024 19:41:30
50469,3,Book Mode of Transportation,09/13/2024 19:41:30
50469,4,Book Lodging,09/13/2024 20:39:16
50469,5,Submit Travel Request,09/13/2024 21:23:50
50470,1,Manager Preapproved,01/03/2024 12:23:00
50470,2,Book Mode of Transportation,12/30/2023 05:46:03
50470,3,Submit Travel Request,01/04/2024 06:28:30
50470,4,Travel Request Approved,01/04/2024 06:54:30
50470,5,Receive Confirmation,01/04/2024 07:54:30
50470,6,Take Departure Flight,01/04/2024 08:39:05
50470,7,Take Return Flight,01/08/2024 08:39:05
50470,8,Submit Expense Request,01/08/2024 22:02:29
50470,9,Expense Request Approved,01/08/2024 22:24:42
50470,10,Expense Reimbursement,01/09/2024 15:49:10
50474,1,Book Mode of Transportation,03/02/2024 21:12:19
50474,2,Book Lodging,03/03/2024 07:10:04
50474,3,Submit Travel Request,03/03/2024 11:17:16
50474,4,Travel Request Approved,03/04/2024 01:58:39
50474,5,Receive Confirmation,03/04/2024 12:23:00
50474,6,Take Departure Flight,03/20/2024 09:13:31
50474,7,Take Return Flight,03/25/2024 09:13:31
50474,8,Submit Expense Request,03/26/2024 04:45:34
50474,9,Expense Request Approved,03/26/2024 05:29:59
50474,10,Expense Reimbursement,03/26/2024 22:47:12
50475,1,Manager Preapproved,03/12/2024 19:50:00
50475,2,Trip Extension,03/13/2024 18:28:32
50475,3,Book Mode of Transportation,02/28/2024 15:37:24
50475,4,Book Lodging,02/28/2024 21:46:01
50475,5,Submit Travel Request,02/29/2024 09:34:33
50475,6,Travel Request Approved,02/29/2024 22:35:26
50475,7,Receive Confirmation,03/01/2024 14:31:57
50475,8,Take Departure Flight,03/15/2024 21:09:35
50475,9,Take Return Flight,03/18/2024 21:09:35
50475,10,Submit Expense Request,03/19/2024 20:47:07
50475,11,Expense Request Approved,03/19/2024 21:01:09
50475,12,Expense Reimbursement,03/20/2024 01:35:17
50477,1,Manager Preapproved,05/23/2024 17:39:00
50477,2,Trip Extension,05/24/2024 19:23:25
50477,3,Book Mode of Transportation,05/27/2024 19:23:25
50477,4,Book Lodging,05/27/2024 19:45:00
50477,5,Submit Travel Request,05/27/2024 20:30:56
50481,1,Book Mode of Transportation,11/19/2024 05:50:00
50481,2,Book Lodging,11/20/2024 06:43:41
50481,3,Submit Travel Request,11/28/2024 06:52:12
50481,4,Travel Request Approved,11/28/2024 07:40:16
50481,5,Receive Confirmation,11/28/2024 08:40:16
50481,6,Flight Cancellation,11/28/2024 09:38:00
50481,7,Book Mode of Transportation,11/28/2024 09:38:57
50481,8,Take Departure Flight,11/28/2024 10:05:39
50481,9,Take Return Flight,12/02/2024 10:05:39
50481,10,Submit Expense Request,12/02/2024 18:15:55
50481,11,Expense Request Approved,12/02/2024 19:15:12
50481,12,Expense Reimbursement,12/03/2024 08:00:13
50482,1,Book Mode of Transportation,08/12/2024 05:02:00
50482,2,Book Lodging,08/12/2024 05:54:10
50482,3,Submit Travel Request,08/27/2024 06:34:18
50482,4,Travel Request Approved,08/27/2024 06:47:42
50482,5,Receive Confirmation,08/27/2024 07:47:42
50482,6,Rental Cancellation,08/27/2024 08:43:42
50482,7,Book Mode of Transportation,08/27/2024 08:46:11
50482,8,Pickup Rental,08/27/2024 09:07:06
50482,9,Return Rental,08/29/2024 09:07:06
50482,10,Submit Expense Request,08/30/2024 05:39:29
50482,11,Expense Request Approved,08/30/2024 06:19:10
50482,12,Expense Reimbursement,08/30/2024 14:14:50
50484,1,Manager Preapproved,02/17/2025 23:43:00
50484,2,Trip Extension,02/18/2025 04:43:28
50484,3,Book Mode of Transportation,02/20/2025 04:43:28
50484,4,Book Lodging,02/20/2025 05:35:24
50484,5,Submit Travel Request,02/24/2025 05:37:42
50484,6,Travel Request Approved,02/24/2025 05:52:45
50484,7,Receive Confirmation,02/24/2025 06:52:45
50484,8,Pickup Rental,02/24/2025 07:00:35
50484,9,Return Rental,02/27/2025 07:00:35
50484,10,Submit Expense Request,02/28/2025 02:23:36
50484,11,Expense Request Approved,02/28/2025 03:16:13
50484,12,Expense Reimbursement,02/28/2025 22:10:08
50488,1,Manager Preapproved,08/21/2024 10:39:00
50488,2,Itinerary Edit,08/21/2024 18:53:45
50488,3,Book Mode of Transportation,07/28/2024 09:05:47
50488,4,Book Lodging,07/28/2024 10:42:48
50488,5,Submit Travel Request,07/29/2024 03:59:56
50488,6,Travel Request Approved,07/29/2024 21:47:37
50488,7,Receive Confirmation,07/30/2024 01:40:27
50488,8,Take Departure Flight,08/21/2024 21:57:22
50488,9,Take Return Flight,08/26/2024 21:57:22
